Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Temp,Marker,Label
111966,2.33,0.97,9.16,-0.14,-0.07,-0.34,29.91,DATA,4
112130,2.44,0.49,9.52,-0.2,0.04,-0.35,29.91,DATA,4
112332,1.69,0.33,9.7,-0.2,-0.01,-0.26,29.92,DATA,4
112851,2.33,0.35,9.33,-0.07,0.04,-0.03,29.91,DATA,4
112986,2.15,0.34,9.64,-0.04,0.08,0.06,29.93,DATA,4
113134,2,0.28,9.51,-0.05,0.01,0,29.91,DATA,4
113243,2.05,0.19,9.68,-0.05,-0.04,-0.03,29.92,DATA,4
113367,1.75,0.29,9.32,0.12,-0.39,0,29.91,DATA,4
113503,0,0,0,0,0,0,0,END,4
118909,0,0,0,0,0,0,0,START,4
119084,4.19,0.68,9.76,-0.01,0.13,0.03,29.94,DATA,4
119242,3.18,0.75,9.35,-0.09,0.02,-0.38,29.94,DATA,4
119360,3.39,0.78,9.33,-0.04,0.08,-0.38,29.96,DATA,4
119484,3.18,0.93,9.19,-0.1,-0.05,-0.56,29.95,DATA,4
119625,3.35,1.12,9.05,-0.12,-0.01,-0.56,29.95,DATA,4
119763,3.6,1.07,9.22,-0.18,0.01,-0.68,29.94,DATA,4
119892,2.74,1.02,9.43,-0.15,-0.11,-0.77,29.95,DATA,4
119998,2.71,1.19,9.33,-0.15,0,-0.66,29.94,DATA,4
120149,2.72,1.16,9.39,-0.14,-0.03,-0.58,29.97,DATA,4
120312,2.6,1.15,9.19,-0.22,0.08,-0.59,29.93,DATA,4
120441,2.41,0.87,9.54,-0.22,-0.07,-0.64,29.95,DATA,4
120572,2.2,0.91,9.55,-0.14,0.04,-0.59,29.96,DATA,4
120687,2.1,0.96,9.31,-0.11,0.02,-0.53,29.96,DATA,4
120822,1.99,0.86,9.38,-0.15,0.07,-0.5,29.94,DATA,4
120983,1.73,0.82,9.5,-0.18,0.07,-0.43,29.94,DATA,4
121069,1.67,0.73,9.68,-0.13,0.01,-0.37,29.95,DATA,4
121205,1.91,0.67,9.5,-0.11,0.11,-0.36,29.95,DATA,4
121486,1.41,0.49,9.62,-0.14,0.16,-0.29,29.96,DATA,4
121581,0.93,0.4,9.73,-0.15,0.12,-0.37,29.95,DATA,4
121744,0.82,0.24,9.44,-0.09,-0.06,-0.25,29.97,DATA,4
121829,1.05,0.38,9.48,-0.13,0.02,-0.19,29.96,DATA,4
121967,0.48,0.15,9.81,-0.1,0.02,-0.12,29.99,DATA,4
122108,0.78,0.27,9.67,-0.03,-0.05,0.02,29.95,DATA,4
122218,0.67,0.18,9.6,-0.02,-0.05,0.14,29.95,DATA,4
122343,0.82,0.16,9.79,0.05,-0.02,0.33,29.97,DATA,4
122467,1.09,0.31,9.69,0.1,-0.12,0.37,29.97,DATA,4
123051,1.9,0.89,9.4,0.07,-0.08,0.57,29.95,DATA,4
123497,1.65,0.79,9.49,-0.06,-0.13,0.02,29.96,DATA,4
124278,2.8,0.89,9.26,0,0.01,0.44,29.96,DATA,4
125259,2.65,0.7,9.53,0.01,0.06,-0.07,29.99,DATA,4
126386,2.42,0.88,9.43,-0.05,0.01,-0.01,30,DATA,4
127082,2.37,0.88,9.28,-0.03,-0.01,-0.02,29.98,DATA,4
130283,2.21,0.8,9.56,-0.03,0.01,-0.04,30.03,DATA,4
130511,2.13,0.83,9.56,0,-0.01,-0.04,30.03,DATA,4
130646,0,0,0,0,0,0,0,END,4
19184,0,0,0,0,0,0,0,START,5
19853,2.51,0.4,9.54,-0.06,-0.08,0.17,29.77,DATA,5
20078,2.07,0.42,9.82,-0.01,0.01,0,29.77,DATA,5
20332,1.52,0.83,9.4,0.24,-0.25,0.48,29.76,DATA,5
20654,3.2,0.55,9.28,-0.05,-0.03,0.81,29.75,DATA,5
20807,3.49,0.4,9.73,0.07,0.02,0.6,29.77,DATA,5
20931,3.26,0.49,9.25,0.08,0.03,0.42,29.78,DATA,5
21109,2.87,0.38,9.12,0.01,-0.06,0.34,29.77,DATA,5
21199,3.3,0.15,9.21,-0.04,-0.13,0.44,29.77,DATA,5
21319,3.96,0.07,9.53,0.01,-0.09,0.37,29.78,DATA,5
21445,3.79,0.32,9.05,-0.03,0.03,0.19,29.77,DATA,5
21566,0,0,0,0,0,0,0,END,5
23729,0,0,0,0,0,0,0,START,5
23864,1.32,0.95,10.31,0.11,0.01,0.18,29.81,DATA,5
23946,0.86,1.09,9.35,0.17,-0.09,0.31,29.83,DATA,5
24070,1.38,1.34,9.26,0.08,0.22,0.64,29.82,DATA,5
24193,1.83,1.33,9.54,0.11,0.01,0.67,29.82,DATA,5
24325,2.04,1.2,9.41,0.07,0,0.71,29.82,DATA,5
24441,2.06,1.07,9.46,0.08,-0.05,0.77,29.81,DATA,5
24645,2.67,1.18,9.4,0.1,-0.04,0.76,29.82,DATA,5
25101,3.43,0.91,9.37,0.04,0.12,0.76,29.81,DATA,5
25210,3.83,0.78,9.05,0.06,0.01,0.59,29.81,DATA,5
25322,3.66,0.62,9.05,-0.04,0.09,0.31,29.83,DATA,5
25443,3.29,0.6,9.62,-0.07,0.05,0.19,29.83,DATA,5
25615,3.34,0.77,9.47,0,-0.08,0.2,29.82,DATA,5
25985,0,0,0,0,0,0,0,END,5
27824,0,0,0,0,0,0,0,START,5
27940,1.62,1.08,10.8,0.05,0,0.11,29.84,DATA,5
28087,0.76,1.66,8.99,0.09,0.12,0.53,29.87,DATA,5
30797,4.25,1.1,8.89,-0.04,0.03,-0.96,29.88,DATA,5
30921,3.42,1.11,9.11,-0.19,0.2,-1.08,29.87,DATA,5
31046,2.84,1.34,9.02,-0.15,0.18,-1.09,29.87,DATA,5
31171,2.45,1.36,9.26,-0.19,0.08,-1.19,29.87,DATA,5
31312,2.01,1.18,9.16,-0.24,-0.03,-1.31,29.87,DATA,5
31421,1.25,1.27,9.3,-0.27,-0.17,-1.04,29.88,DATA,5
31560,0.24,1.27,9.9,-0.22,0,-0.53,29.88,DATA,5
31666,0,0,0,0,0,0,0,END,5
7483,0,0,0,0,0,0,0,START,5
7626,1.51,-0.04,10.41,-0.05,0.15,0.03,29.59,DATA,5
7740,0.87,0.32,9.32,0.05,-0.08,-0.06,29.61,DATA,5
7873,-0.25,0.66,9.61,0,0,0.14,29.62,DATA,5
7990,-0.06,0.59,9.74,0.04,-0.11,0.51,29.62,DATA,5
8115,0.7,0.44,9.58,0,-0.04,0.68,29.64,DATA,5
8261,0.66,0.16,9.91,0.06,0.12,0.97,29.64,DATA,5
8394,0.81,0.43,9.86,0.17,-0.05,1.13,29.65,DATA,5
8518,1.52,0.67,9.23,0.15,-0.04,1.07,29.62,DATA,5
8660,1.68,0.67,9.3,0.02,0.02,0.82,29.66,DATA,5
8773,1.76,0.63,9.57,-0.14,0.07,0.6,29.67,DATA,5
8891,1.46,0.49,9.55,-0.03,0.02,0.71,29.67,DATA,5
9014,2.03,0.4,9.2,-0.15,0.01,0.5,29.68,DATA,5
9175,2.16,0.1,9.83,-0.13,-0.17,0.36,29.7,DATA,5
9281,2.29,-0.07,9.8,-0.08,0,0.26,29.69,DATA,5
9387,2.79,-0.15,9.67,-0.01,-0.04,0.07,29.69,DATA,5
9512,2.7,-0.08,9.37,-0.07,0.03,-0.22,29.71,DATA,5
9635,2.76,-0.19,9.63,0,0.12,-0.5,29.7,DATA,5
9761,2.13,0.02,9.6,-0.01,-0.04,-0.85,29.7,DATA,5
9894,1.87,0.25,9.3,-0.08,0.03,-1.02,29.72,DATA,5
10011,1.46,0.07,9.75,-0.12,0.11,-1.09,29.71,DATA,5
10135,1.27,0.13,9.51,-0.1,0.08,-1.06,29.71,DATA,5
10276,0.89,0.35,9.37,-0.17,0.29,-0.98,29.73,DATA,5
10380,0.27,0.18,9.57,-0.13,0.1,-0.91,29.72,DATA,5
10504,0.01,0.11,9.72,-0.15,-0.02,-0.85,29.74,DATA,5
10629,-0.22,0.11,9.73,-0.08,-0.02,-0.67,29.73,DATA,5
10768,-0.76,0.29,9.27,0.08,0.06,-0.1,29.74,DATA,5
10903,0,0,0,0,0,0,0,END,5
11871,0,0,0,0,0,0,0,START,5
11970,0.26,0.15,10.3,-0.09,-0.03,0.08,29.78,DATA,5
12066,0.38,0.23,9.72,0.06,-0.17,0.14,29.79,DATA,5
12174,0.33,0.35,9.25,0.03,-0.09,0.3,29.79,DATA,5
12314,0.36,0.39,9.89,0.01,-0.02,0.59,29.79,DATA,5
12425,0.5,0.29,9.7,0.03,-0.1,0.67,29.79,DATA,5
12562,0.77,-0.04,9.28,0.02,0.02,0.88,29.81,DATA,5
12671,1.38,0.09,9.57,-0.05,0.04,0.89,29.82,DATA,5
12812,1.2,0.1,9.66,0.03,-0.21,0.87,29.83,DATA,5
12923,1.65,0.05,9.68,0.06,-0.08,0.83,29.82,DATA,5
18052,1.51,0.52,9.29,-0.01,0.01,-0.04,29.92,DATA,5
18203,0.75,0.22,8.99,-0.13,0.04,-0.06,29.93,DATA,5
18296,0.52,0.07,10.09,-0.13,0.06,-0.04,29.94,DATA,5
18421,0.68,0.2,10.12,-0.05,0.05,-0.01,29.93,DATA,5
18552,0,0,0,0,0,0,0,END,5
21330,0,0,0,0,0,0,0,START,5
21514,-0.07,0.4,10.05,0,0,0.07,29.97,DATA,5
21626,-0.34,0.6,9.38,0.07,-0.26,0.17,29.95,DATA,5
21776,-0.12,0.67,9.22,-0.04,-0.01,0.5,29.99,DATA,5
21891,0.25,0.49,9.77,-0.04,-0.04,0.61,29.96,DATA,5
22060,0.29,0.52,9.49,-0.02,0.04,0.68,29.99,DATA,5
22171,0.29,0.4,9.56,-0.07,0,0.7,29.97,DATA,5
22293,0.46,0.48,9.54,-0.09,0.02,0.73,29.97,DATA,5
22417,0.73,0.33,9.7,-0.04,-0.08,0.69,29.99,DATA,5
22555,0.9,0.34,9.53,-0.01,-0.31,0.64,30.01,DATA,5
22665,1.67,0.28,9.29,0,-0.31,0.59,30.01,DATA,5
22818,2.22,0.35,9.27,-0.09,0.15,0.66,29.99,DATA,5
22922,1.83,0.21,9.6,-0.12,0.07,0.52,29.99,DATA,5
23047,1.71,-0.03,9.66,-0.07,-0.04,0.37,29.99,DATA,5
23163,0,0,0,0,0,0,0,END,5
25754,0,0,0,0,0,0,0,START,5
25920,1.53,-0.05,10.09,0.03,0.04,0,30.01,DATA,5
26016,0.4,0.14,9.51,0.13,-0.15,0.09,30.02,DATA,5
26124,0.7,0.56,9.11,0.05,0.03,0.14,30,DATA,5
26258,0.6,0.51,9.48,-0.02,-0.02,0.19,30.02,DATA,5
26631,1.03,0.56,9.5,-0.07,-0.04,0.26,30.01,DATA,5
29823,1.02,0.41,9.46,-0.03,0.01,0.1,30.05,DATA,5
29950,1.14,0.41,9.64,-0.04,0,0.08,30.06,DATA,5
30155,0.89,0.57,9.53,-0.05,-0.05,0.09,30.07,DATA,5
30253,0.91,0.51,9.51,-0.04,0,0.11,30.07,DATA,5
30378,1,0.53,9.56,-0.05,-0.01,0.14,30.07,DATA,5
30500,1.05,0.39,9.7,-0.06,-0.01,0.14,30.09,DATA,5
30627,1.05,0.42,9.78,-0.04,0,0.16,30.08,DATA,5
30754,1.16,0.45,9.6,-0.03,-0.02,0.17,30.1,DATA,5
30873,1.13,0.43,9.48,-0.04,0,0.17,30.09,DATA,5
31004,1.05,0.43,9.56,-0.06,-0.01,0.18,30.09,DATA,5
31116,1.2,0.35,9.69,-0.07,-0.04,0.2,30.07,DATA,5
31241,1.23,0.32,9.68,-0.02,0.01,0.19,30.09,DATA,5
31380,1.18,0.39,9.56,-0.03,0.01,0.2,30.08,DATA,5
31490,1.19,0.37,9.48,-0.05,0.01,0.19,30.07,DATA,5
31615,1.43,0.36,9.62,-0.03,0,0.17,30.09,DATA,5
31772,1.22,0.28,9.8,-0.09,-0.02,0.14,30.09,DATA,5
31878,1.44,0.21,9.29,-0.03,0,0.16,30.09,DATA,5
31988,0,0,0,0,0,0,0,END,5
34646,0,0,0,0,0,0,0,START,5
34780,1.02,0.72,10.19,-0.03,-0.12,-0.02,30.08,DATA,5
34870,0.34,0.51,9.35,0.02,0.04,0.03,30.1,DATA,5
35016,0.29,0.79,9.44,-0.08,0.19,0.08,30.09,DATA,5
35129,0.22,0.54,9.74,-0.07,-0.07,0.06,30.11,DATA,5
35245,0.45,0.53,9.67,-0.05,0.01,0.13,30.1,DATA,5
35374,0.47,0.42,9.74,-0.08,-0.04,0.1,30.1,DATA,5
35490,0.45,0.53,9.78,-0.02,-0.03,0.16,30.1,DATA,5
35637,0.42,0.52,9.73,-0.02,0.15,0.24,30.12,DATA,5
35737,0.38,0.61,9.58,-0.02,0.04,0.29,30.11,DATA,5
35876,0.45,0.56,9.34,-0.06,-0.01,0.28,30.12,DATA,5
36014,0.6,0.45,9.7,-0.07,0.04,0.28,30.12,DATA,5
36125,0.66,0.45,9.61,-0.02,0.01,0.22,30.13,DATA,5
36248,0.54,0.55,9.55,-0.01,-0.01,0.2,30.14,DATA,5
36372,0.38,0.57,9.6,-0.02,-0.01,0.18,30.12,DATA,5
36497,0.68,0.66,9.48,-0.05,-0.06,0.19,30.12,DATA,5
37095,0.93,0.57,9.43,-0.03,-0.01,0.2,30.12,DATA,5
37444,0.94,0.42,9.75,-0.04,0.02,0.16,30.13,DATA,5
37673,0.94,0.43,9.69,-0.03,0.01,0.08,30.15,DATA,5
37797,0.72,0.45,9.62,-0.04,-0.03,0.07,30.15,DATA,5
37925,0.74,0.55,9.69,-0.02,-0.03,0.09,30.13,DATA,5
38053,0.78,0.55,9.54,-0.03,0.02,0.15,30.16,DATA,5
38172,0.7,0.6,9.43,-0.05,-0.02,0.15,30.16,DATA,5
38300,0.72,0.57,9.46,-0.08,-0.06,0.19,30.16,DATA,5
38420,0.79,0.4,9.76,-0.09,-0.04,0.26,30.15,DATA,5
38547,1.13,0.37,9.71,-0.06,-0.03,0.29,30.14,DATA,5
38672,1.23,0.25,9.63,-0.05,-0.01,0.27,30.16,DATA,5
38796,1.49,0.12,9.73,-0.06,-0.05,0.13,30.16,DATA,5
38920,1.3,0.26,9.52,-0.03,-0.01,0.09,30.14,DATA,5
39046,1.39,0.13,9.56,-0.04,0.02,0.02,30.17,DATA,5
39169,1.48,0.23,9.82,0.03,-0.03,-0.08,30.16,DATA,5
39300,1.19,0.38,9.43,-0.01,-0.02,-0.15,30.15,DATA,5
39420,1.5,0.3,9.64,-0.05,-0.03,-0.25,30.15,DATA,5
39548,1.13,0.4,9.49,0,0.02,-0.27,30.15,DATA,5
39669,1.06,0.33,9.59,-0.04,0,-0.3,30.15,DATA,5
40369,1.1,0.47,9.48,-0.06,0.01,-0.29,30.16,DATA,5
40473,0.89,0.45,9.76,-0.04,0.01,-0.29,30.17,DATA,5
40599,0.85,0.49,9.63,-0.03,-0.04,-0.25,30.16,DATA,5
40735,0.86,0.5,9.51,-0.05,0,-0.21,30.15,DATA,5
40853,0.8,0.48,9.47,-0.04,0,-0.16,30.16,DATA,5
40975,0.94,0.49,9.64,-0.03,0,-0.11,30.15,DATA,5
41099,1.1,0.45,9.66,-0.02,-0.04,-0.17,30.17,DATA,5
41236,1.23,0.42,9.44,-0.06,-0.01,-0.21,30.16,DATA,5
41353,0.99,0.35,9.67,-0.06,-0.03,-0.27,30.17,DATA,5
41474,0.9,0.29,9.55,-0.07,0,-0.3,30.17,DATA,5
41600,0.9,0.3,9.69,-0.05,-0.04,-0.3,30.18,DATA,5
41723,0.99,0.4,9.58,-0.03,-0.06,-0.34,30.16,DATA,5
41858,0.97,0.32,9.62,-0.05,-0.09,-0.32,30.17,DATA,5
41987,0.85,0.37,9.65,-0.07,0.02,-0.28,30.18,DATA,5
42093,0.7,0.39,9.49,-0.06,-0.03,-0.2,30.19,DATA,5
42230,0,0,0,0,0,0,0,END,5
43188,0,0,0,0,0,0,0,START,5
43352,0.57,0.11,10.37,-0.07,0.06,0.01,30.17,DATA,5
43482,0.52,0.39,9.43,0.02,-0.07,0.08,30.17,DATA,5
43586,0.25,0.39,9.59,0.01,-0.01,0.23,30.18,DATA,5
43755,0.51,0.31,9.42,-0.03,-0.06,0.51,30.18,DATA,5
43865,0.98,0.35,9.45,-0.01,-0.05,0.65,30.19,DATA,5
44021,1.09,0.04,9.79,-0.02,-0.11,0.69,30.19,DATA,5
44129,1.5,0.01,9.73,0.03,-0.03,0.73,30.2,DATA,5
44269,1.38,0.12,9.39,0.02,-0.07,0.71,30.19,DATA,5
44379,1.56,0.13,9.38,0,0.01,0.75,30.2,DATA,5
44573,1.72,0.16,9.55,-0.04,-0.01,0.7,30.18,DATA,5
44688,1.66,0,9.66,-0.02,-0.02,0.66,30.17,DATA,5
44798,1.98,-0.04,9.37,-0.03,-0.04,0.62,30.17,DATA,5
44908,2.5,-0.12,9.11,-0.15,-0.04,0.44,30.21,DATA,5
45033,2.54,-0.32,9.55,-0.16,-0.12,0.19,30.18,DATA,5
45162,2.02,-0.41,9.65,-0.07,-0.04,0.18,30.19,DATA,5
45286,1.98,-0.48,9.66,0.06,-0.02,0.17,30.17,DATA,5
45407,0,0,0,0,0,0,0,END,5
47235,0,0,0,0,0,0,0,START,5
47408,-0.35,1.21,9.98,-0.03,-0.02,0.16,30.2,DATA,5
47495,-0.95,1.24,9.4,0.05,-0.05,0.27,30.2,DATA,5
47628,-0.71,1.58,9,-0.04,-0.02,0.47,30.19,DATA,5
47754,-0.63,1.49,9.22,-0.09,-0.05,0.57,30.19,DATA,5
47881,-0.05,1.35,9.48,-0.12,0.01,0.67,30.18,DATA,5
48003,-0.13,1.31,9.58,-0.09,0.07,0.73,30.19,DATA,5
48131,0.05,1.3,9.16,-0.09,0.01,0.78,30.21,DATA,5
48271,0.24,1.2,9.33,-0.11,-0.01,0.84,30.2,DATA,5
48389,0.75,1.09,9.4,-0.22,-0.04,0.66,30.2,DATA,5
48500,1.04,1.2,9.31,-0.11,-0.27,0.58,30.22,DATA,5
48645,1.8,0.64,9.45,-0.21,-0.3,0.43,30.21,DATA,5
48748,1.83,0.42,9.78,-0.05,-0.08,0.48,30.21,DATA,5
48886,1.06,0.8,9.65,0.03,0.15,0.58,30.21,DATA,5
48996,1.28,0.91,9.52,-0.03,0.16,0.55,30.21,DATA,5
49121,1.8,0.85,9.45,0,0.05,0.38,30.21,DATA,5
49243,2.49,0.59,9.23,-0.11,-0.1,0.15,30.22,DATA,5
49367,2.06,0.6,9.85,-0.06,-0.14,0.11,30.23,DATA,5
49492,1.98,0.66,10.1,0.04,-0.02,0.14,30.21,DATA,5
49617,1.74,0.76,9.17,0.01,0.07,0.18,30.21,DATA,5
49741,1.72,0.93,9.45,-0.1,0.23,0.19,30.22,DATA,5
49863,0,0,0,0,0,0,0,END,5
10404,0,0,0,0,0,0,0,START,6
10663,1.52,1.07,9.68,-0.09,-0.02,-0.02,29.75,DATA,6
10785,1.99,0.87,9.16,-0.11,0.09,0.03,29.75,DATA,6
10900,1.87,1.64,9.78,-0.09,0.08,0,29.73,DATA,6
11022,1.48,3.15,9.57,-0.11,-0.02,0.04,29.75,DATA,6
11162,2.08,1.14,8.84,-0.3,0.15,-0.04,29.76,DATA,6
11277,1.34,0.12,9.51,-0.29,-0.06,0.02,29.76,DATA,6
11414,1.92,-0.89,9.43,-0.3,0.28,-0.13,29.77,DATA,6
11546,1.7,-0.98,9.44,-0.26,-0.1,-0.2,29.79,DATA,6
11650,1.61,-1.32,9.47,-0.26,-0.08,-0.22,29.77,DATA,6
11799,1.7,-1.5,9.17,-0.26,-0.04,-0.24,29.8,DATA,6
11896,2.01,-1.65,9.82,-0.27,-0.34,-0.19,29.79,DATA,6
12044,2.05,-1.6,9.73,-0.08,0.05,0.01,29.8,DATA,6
12147,1.91,-1.5,9.72,0.02,0.05,-0.03,29.8,DATA,6
12271,1.8,-1.3,9.32,0.16,0.05,0.05,29.82,DATA,6
12441,0,0,0,0,0,0,0,END,6
14460,0,0,0,0,0,0,0,START,6
14595,1.55,1.27,9.6,-0.19,0.04,-0.11,29.85,DATA,6
14691,1.34,1.03,9.77,-0.04,0.15,0.07,29.87,DATA,6
14815,1.22,1.54,9.48,-0.09,-0.13,0,29.88,DATA,6
14955,1.49,0.65,9.82,-0.1,-0.02,0.04,29.87,DATA,6
15106,1.44,0.47,9.39,-0.11,-0.01,-0.07,29.87,DATA,6
15219,1.75,0.81,9.6,-0.17,-0.05,-0.01,29.87,DATA,6
15336,1.49,0.22,9.55,-0.18,-0.06,-0.13,29.87,DATA,6
15452,1.57,0.13,9.56,-0.17,-0.01,-0.07,29.89,DATA,6
15591,1.97,0.12,9.8,-0.1,-0.02,-0.22,29.88,DATA,6
15720,1.43,-0.09,9.41,-0.22,0.02,-0.23,29.89,DATA,6
15827,1.19,-0.64,9.36,-0.27,0.23,-0.27,29.9,DATA,6
15979,1.36,-1.33,9.56,-0.27,0.17,-0.23,29.89,DATA,6
16120,1.49,-1.71,9.5,-0.09,0.04,-0.08,29.9,DATA,6
16228,1.47,-1.68,9.44,-0.05,0.02,-0.03,29.9,DATA,6
16368,1.48,-1.64,9.93,0.09,0.01,0.16,29.89,DATA,6
16476,1.13,-1.35,9.54,0.21,0.07,0.05,29.92,DATA,6
16598,1.24,-0.51,9.62,0.27,-0.08,0.11,29.9,DATA,6
16729,1.71,0.2,8.83,0.06,-0.07,0.05,29.92,DATA,6
16850,0.83,-0.17,9.57,-0.09,0.06,0,29.92,DATA,6
16997,1.5,-0.51,9.11,0.09,0.18,0.06,29.92,DATA,6
17097,1.54,0.01,10.07,0,-0.13,0.02,29.9,DATA,6
17244,1.09,0.22,9.54,0.08,-0.11,0.05,29.92,DATA,6
17345,1.41,0.61,9.46,0.07,-0.24,-0.02,29.92,DATA,6
17469,2.11,0.41,9.52,-0.04,0.14,0.02,29.91,DATA,6
17590,1.93,0.62,9.67,0.01,-0.25,-0.05,29.91,DATA,6
17714,1.68,0.79,9.67,0.05,-0.04,0.01,29.91,DATA,6
17847,0,0,0,0,0,0,0,END,6
18693,0,0,0,0,0,0,0,START,6
18836,1.46,0.63,9.72,-0.09,-0.04,-0.02,29.95,DATA,6
18961,1.59,0.8,9.59,-0.13,0.03,0.04,29.96,DATA,6
19070,1.51,0.44,9.45,-0.07,0.05,0.03,29.92,DATA,6
19209,1.63,0.48,9.65,-0.06,0.05,0.02,29.93,DATA,6
19333,1.3,0.51,9.63,-0.09,0.05,0.02,29.96,DATA,6
19453,1.13,0.43,9.73,-0.11,0.1,0.06,29.97,DATA,6
19567,1.32,0.36,9.84,-0.01,0,0.1,29.95,DATA,6
19713,1.61,0.49,9.74,-0.01,-0.09,-0.01,29.96,DATA,6
19823,1.16,0.37,9.28,-0.11,0.02,-0.03,29.97,DATA,6
19964,1.65,-0.08,9.62,-0.17,0.04,-0.08,29.97,DATA,6
20096,1.49,-0.22,9.53,-0.21,-0.08,-0.17,29.97,DATA,6
20220,1.53,-0.48,9.52,-0.21,0.02,-0.14,29.98,DATA,6
25342,3.23,-0.79,9.07,0.01,0.27,-0.08,30.07,DATA,6
25514,2.8,-0.92,10.06,-0.19,0.35,0.02,30.07,DATA,6
25638,2.63,-0.89,9.92,0.03,-0.07,-0.01,30.07,DATA,6
25760,0,0,0,0,0,0,0,END,6
28128,0,0,0,0,0,0,0,START,6
28275,1.49,1.35,10.56,0,-0.11,0.03,30.11,DATA,6
28356,1.65,1.87,9.23,0.07,-0.18,-0.01,30.12,DATA,6
28495,1.13,1.45,9.39,-0.2,0.02,0.13,30.11,DATA,6
28612,1.62,1.16,9.64,-0.06,0.07,0.2,30.12,DATA,6
28732,1.75,0.86,9.59,-0.1,-0.07,0.05,30.14,DATA,6
28870,1.81,0.85,9.47,-0.14,-0.01,-0.01,30.12,DATA,6
29064,1.66,0.05,9.34,-0.27,-0.28,-0.02,30.13,DATA,6
29508,1.57,-0.85,9.54,-0.15,0.05,-0.33,30.12,DATA,6
29628,1.44,-1.09,9.46,-0.1,0.15,-0.16,30.12,DATA,6
29737,1.61,-0.82,9.52,-0.08,0.2,-0.03,30.12,DATA,6
29863,1.22,-0.97,10.12,-0.03,0.01,-0.06,30.12,DATA,6
29986,1.27,-0.49,10.08,0.12,-0.11,0.03,30.12,DATA,6
30113,1.2,0.18,9.29,0.07,-0.21,0.08,30.13,DATA,6
30248,0,0,0,0,0,0,0,END,6
31690,0,0,0,0,0,0,0,START,6
31792,1.29,1.55,10.4,-0.15,0.2,0.01,30.14,DATA,6
31906,0.03,5.1,10.3,0.05,-0.03,0.33,30.13,DATA,6
32045,1.92,2.24,8.88,-0.28,-0.33,-0.18,30.13,DATA,6
32153,1.23,-1.85,8.87,-0.55,-0.2,-0.42,30.12,DATA,6
32298,1.64,-4.67,8.84,-0.5,0.07,-0.59,30.13,DATA,6
32397,0,0,0,0,0,0,0,END,6
39239,0,0,0,0,0,0,0,START,6
39408,1.24,0.65,9.4,0.02,0.03,-0.01,30.19,DATA,6
39518,0.72,1.79,9.74,-0.01,0.1,0,30.18,DATA,6
39643,1.12,1.95,9.58,0.03,-0.06,0.13,30.19,DATA,6
39771,1.19,1.26,9.56,-0.21,0.03,-0.03,30.18,DATA,6
39899,0.46,2.07,9.48,-0.35,-0.07,-0.15,30.2,DATA,6
40324,1.4,-4.02,10.2,-0.09,0.1,-0.24,30.18,DATA,6
40403,2.18,-2.52,9.05,0.16,0.01,0.25,30.2,DATA,6
40531,2.02,-1.3,9.67,0.07,0.08,0.09,30.18,DATA,6
40655,1.52,-0.79,9.3,0.04,0.03,-0.03,30.19,DATA,6
40793,0,0,0,0,0,0,0,END,6
44006,0,0,0,0,0,0,0,START,6
44126,0.62,1.83,9.73,-0.1,0.02,-0.1,30.21,DATA,6
44271,0.53,2.61,9.42,-0.1,-0.15,0.14,30.19,DATA,6
44378,0.73,2.5,9.64,-0.14,-0.09,0.24,30.19,DATA,6
44505,0.92,1.7,9.28,-0.14,0.02,0.06,30.19,DATA,6
44769,0.88,0.28,9.5,-0.36,-0.24,-0.24,30.19,DATA,6
44876,0.53,-0.77,9.5,-0.4,-0.02,-0.09,30.19,DATA,6
45001,0.81,-1.49,9.52,-0.34,-0.21,-0.31,30.21,DATA,6
45127,1.16,-1.77,9.31,-0.18,-0.04,-0.25,30.19,DATA,6
45249,1.23,-1.43,9.1,-0.03,0.1,-0.03,30.22,DATA,6
45370,0,0,0,0,0,0,0,END,6
47221,0,0,0,0,0,0,0,START,6
47347,0.97,1.94,9.63,-0.12,0,-0.11,30.21,DATA,6
47473,0.81,2.12,9.24,-0.15,0.09,0.06,30.2,DATA,6
47614,1.04,2.52,9.49,-0.14,0.03,0.13,30.22,DATA,6
47725,0.71,2.04,9.69,-0.12,0.17,0.23,30.22,DATA,6
47847,1.23,1.79,9.64,0.06,-0.02,0.18,30.21,DATA,6
47972,0.89,1.57,9.18,-0.15,-0.06,0.09,30.23,DATA,6
48095,0.87,1.62,9.44,-0.2,-0.1,-0.01,30.22,DATA,6
48226,1.1,0.75,9.78,-0.2,-0.18,0.02,30.21,DATA,6
48378,1.56,0.29,9.45,-0.37,-0.19,-0.13,30.22,DATA,6
48503,1.21,-0.11,9.54,-0.28,0.46,-0.04,30.22,DATA,6
48626,1.01,-0.74,9.11,-0.22,0.31,-0.32,30.22,DATA,6
48749,0.12,-1.42,9.1,-0.3,0.53,-0.08,30.23,DATA,6
48875,0.49,-1.54,9.99,-0.02,-0.05,0.07,30.22,DATA,6
49013,0.3,-1.41,9.79,0.03,-0.42,0.08,30.21,DATA,6
49120,0.66,-1.04,8.85,0.16,0.1,0.04,30.22,DATA,6
49247,0.67,-0.66,9.16,0.2,-0.09,0.03,30.21,DATA,6
49400,1.18,0.15,9.63,0.23,-0.23,-0.03,30.21,DATA,6
49496,0.62,0.7,9.17,0.2,-0.31,-0.06,30.2,DATA,6
